time,open,high,low,close,tick_volume,spread,real_volume,near_support,near_resistance,at_key_level,level_strength
2025-12-09 20:45:00,1.16278,1.16283,1.16262,1.1626400000000001,280,8,0,0,0,0,0.0
2025-12-09 21:00:00,1.1626400000000001,1.16286,1.16256,1.1626,201,8,0,0,0,0,0.0
2025-12-09 21:15:00,1.16261,1.16262,1.16246,1.16256,150,8,0,0,0,0,0.0
2025-12-09 21:30:00,1.16254,1.16284,1.16254,1.16279,100,8,0,0,0,0,0.0
2025-12-09 21:45:00,1.16279,1.16289,1.16234,1.16254,252,8,0,0,0,0,0.0
2025-12-09 22:00:00,1.16251,1.16256,1.16233,1.16235,87,20,0,0,0,0,0.0
2025-12-09 22:15:00,1.16236,1.16253,1.16235,1.16247,131,48,0,0,0,0,0.0
2025-12-09 22:30:00,1.16248,1.16268,1.16244,1.16267,128,20,0,0,0,0,0.0
2025-12-09 22:45:00,1.16268,1.16271,1.1623999999999999,1.16263,100,20,0,0,0,0,0.0
2025-12-09 23:00:00,1.16268,1.16281,1.16246,1.1626400000000001,156,8,0,0,0,0,0.0
2025-12-09 23:15:00,1.1626400000000001,1.16267,1.16256,1.1626,96,8,0,0,0,0,0.0
2025-12-09 23:30:00,1.1626,1.16278,1.16256,1.16271,145,8,0,0,0,0,0.0
2025-12-09 23:45:00,1.16271,1.16284,1.16269,1.16278,109,8,0,0,0,0,0.0
2025-12-10 00:00:00,1.16278,1.16286,1.16263,1.16281,176,8,0,0,0,0,0.0
2025-12-10 00:15:00,1.16281,1.16287,1.1625,1.16252,196,8,0,0,0,0,0.0
2025-12-10 00:30:00,1.16252,1.16268,1.1623999999999999,1.16265,205,8,0,0,0,0,0.0
2025-12-10 00:45:00,1.16265,1.16273,1.16247,1.16259,337,8,0,0,0,0,0.0
2025-12-10 01:00:00,1.1626,1.1628,1.16245,1.16271,304,8,0,0,0,0,0.0
2025-12-10 01:15:00,1.16271,1.16283,1.1623999999999999,1.16241,228,8,0,0,0,0,0.0
2025-12-10 01:30:00,1.16242,1.16257,1.16222,1.16233,315,8,0,0,0,0,0.0
2025-12-10 01:45:00,1.16234,1.16254,1.1623,1.16236,233,8,0,0,0,0,0.0
2025-12-10 02:00:00,1.16234,1.16277,1.1623,1.16276,314,8,0,0,0,0,0.0
2025-12-10 02:15:00,1.16277,1.1628,1.16257,1.16265,229,8,0,0,0,0,0.0
2025-12-10 02:30:00,1.16265,1.16277,1.1623999999999999,1.16243,200,8,0,0,0,0,0.0
2025-12-10 02:45:00,1.16243,1.16251,1.1623,1.16236,184,8,0,0,0,0,0.0
2025-12-10 03:00:00,1.16235,1.16251,1.1621299999999999,1.16249,211,8,0,0,0,0,0.0
2025-12-10 03:15:00,1.16249,1.16257,1.16227,1.16235,276,8,0,0,0,0,0.0
2025-12-10 03:30:00,1.16234,1.16268,1.16232,1.1626,205,8,0,0,0,0,0.0
